age,annual_income,spending_score,online_visits_per_month,avg_cart_value,product_categories_visited,days_since_last_purchase,customer_tenure_mths
38.9,75227.79,42.9,6.1,94.91,3,39.0,29.7
26.3,44358.96,38.5,6.9,116.07,4,46.8,52.0
40.3,34373.08,43.4,10.2,80.59,6,7.4,7.3
18.0,46561.34,66.6,15.3,94.32,5,138.1,21.8
35.0,59872.83,52.9,8.6,106.77,2,241.1,36.7
38.3,40189.64,52.0,10.6,65.9,4,4.2,6.0
44.2,38369.78,39.0,12.0,108.88,3,48.3,17.5
24.9,50137.76,45.9,13.3,102.12,2,67.4,9.2
35.9,56023.95,48.1,8.4,62.32,3,18.0,6.3
25.7,44251.3,49.7,6.5,50.88,2,25.8,15.9
37.6,60374.86,45.7,11.3,89.08,2,2.2,11.7
26.0,30781.7,61.3,7.1,100.56,7,17.2,40.1
30.9,48038.78,40.8,9.0,131.65,1,34.0,16.4
25.0,62699.98,25.2,10.3,145.19,5,65.9,10.8
41.5,58209.69,90.6,12.5,104.12,5,12.1,16.2
43.6,33428.16,37.1,20.9,77.23,5,23.2,27.1
32.7,48669.19,66.3,10.3,148.86,4,2.1,37.6
35.4,38902.73,64.7,13.2,121.77,6,167.3,31.9
20.5,53753.99,62.3,5.1,199.87,2,4.4,8.3
32.0,63979.33,48.2,13.4,98.75,4,31.4,46.2
34.5,26422.87,44.2,16.2,126.73,2,27.9,15.7
61.2,96146.6,41.7,8.1,159.79,6,12.8,21.6
23.9,28860.54,70.5,16.5,84.52,6,23.9,16.1
49.6,102897.06,50.1,9.5,80.98,3,210.3,1.0
45.0,66999.34,48.3,9.4,114.65,2,30.4,17.1
37.8,37317.22,44.7,10.2,101.17,6,0.2,42.3
52.6,51229.24,45.8,9.3,106.79,3,5.4,21.2
38.7,69938.75,43.1,12.2,82.48,4,30.9,45.0
38.9,55287.28,69.5,15.5,113.95,4,81.9,7.0
34.5,57641.96,63.5,15.2,102.63,5,68.7,21.7
47.2,102044.16,67.4,12.4,127.2,3,7.1,9.0
46.0,54786.87,42.4,10.1,124.67,5,7.4,14.5
28.7,56193.84,64.8,10.2,74.83,4,6.1,9.6
21.8,77842.91,48.4,11.4,135.88,8,21.8,30.6
33.0,63786.42,74.7,13.7,118.05,3,42.0,44.8
27.0,21467.64,40.1,15.0,123.76,3,51.0,12.2
34.4,69599.58,71.3,9.6,111.3,2,161.3,18.8
47.4,46639.45,44.3,11.2,129.34,5,23.6,16.4
30.4,84477.74,58.4,7.9,131.1,4,0.3,16.7
34.6,43200.06,63.3,10.2,121.98,5,172.6,18.0
35.6,119854.37,100.0,12.0,131.12,3,30.9,10.3
43.5,96134.97,84.2,9.2,135.09,1,38.3,41.7
18.0,30467.75,54.3,6.7,155.42,2,34.7,13.0
28.9,55546.67,57.5,11.9,136.4,6,39.2,43.1
37.1,76763.16,47.4,14.4,120.15,5,72.0,25.0
47.0,85273.84,62.0,13.1,97.23,3,26.5,24.2
30.1,64911.51,37.8,10.9,83.36,4,31.8,29.1
18.0,71443.18,59.1,8.0,90.97,3,54.7,40.8
41.2,62498.31,57.4,6.9,77.81,4,17.5,50.3
28.6,47582.75,16.9,6.8,109.57,3,15.8,26.3
23.1,43545.39,45.6,9.3,106.22,4,14.2,8.9
28.8,72172.7,59.9,12.0,118.73,3,25.0,16.0
33.2,65827.42,50.5,12.5,64.75,3,1.4,4.2
29.0,60987.72,55.7,10.8,88.91,5,81.1,4.2
18.0,62304.68,30.6,5.5,92.12,2,10.2,18.1
44.0,26155.48,28.2,8.4,64.56,1,12.9,15.2
47.7,76400.38,70.4,13.5,86.05,5,115.1,9.0
41.5,69583.55,52.9,11.6,82.4,4,69.3,34.3
23.6,84274.68,62.4,10.1,123.9,6,53.9,36.2
33.0,27816.31,32.1,9.6,32.91,2,127.2,16.3
34.9,91091.56,59.6,8.0,105.59,2,22.1,19.8
41.0,66298.54,17.4,4.9,126.68,5,13.9,8.5
41.7,75126.51,67.2,17.4,140.16,5,3.6,37.6
27.7,87644.99,85.4,12.3,150.82,5,99.4,13.0
35.8,71871.19,37.6,11.9,90.07,6,15.0,17.7
39.6,71665.61,39.4,10.0,148.39,4,25.4,6.9
49.6,76492.4,61.6,9.1,96.53,3,144.9,46.5
42.0,55966.49,70.9,14.5,126.73,3,8.3,41.5
42.9,65742.67,51.7,7.6,119.04,1,21.2,26.6
35.8,46360.36,27.5,11.4,66.31,3,39.5,17.1
49.1,70392.34,50.0,11.5,55.84,7,274.7,3.3
39.1,20000.0,22.6,9.1,113.31,2,147.6,6.1
26.4,61692.09,40.5,13.0,77.18,5,44.5,4.2
49.0,68792.21,48.1,9.4,101.73,3,7.1,39.9
42.0,58859.15,35.7,11.8,107.84,5,33.9,4.3
30.6,60850.81,38.6,12.9,98.74,2,25.6,2.1
30.2,27492.78,41.4,11.1,117.6,5,14.8,20.0
38.0,100958.0,65.5,13.3,124.41,5,13.1,28.2
39.6,61650.13,29.1,16.5,108.06,6,329.6,23.8
37.0,58661.45,55.5,10.8,117.1,2,14.9,57.3
38.1,43182.55,39.2,7.0,63.24,4,41.3,11.8
52.0,74078.59,65.0,15.3,113.19,3,13.1,38.1
45.7,96311.54,72.6,9.6,128.29,4,24.6,16.1
36.9,82243.41,48.5,9.4,161.57,1,8.0,2.9
44.4,84619.24,66.6,14.3,123.43,2,271.4,10.2
24.7,62667.79,38.2,9.9,94.74,5,22.1,18.5
39.0,56012.57,68.7,12.4,131.11,7,5.3,23.0
53.1,45471.19,33.7,10.7,79.92,4,50.2,19.8
32.8,54234.86,53.6,12.7,142.19,6,127.6,16.8
26.5,48501.5,43.7,11.2,99.74,7,44.6,16.7
28.5,75759.18,39.5,12.0,93.93,4,26.8,18.2
24.1,57470.74,62.8,12.1,75.41,5,0.6,19.7
27.2,85968.14,48.6,11.4,92.6,4,14.5,43.9
31.3,80985.71,30.8,8.5,93.34,2,38.4,12.3
20.9,39625.55,1.0,7.0,123.68,5,48.4,19.7
35.2,24222.36,26.1,5.3,83.08,2,5.3,8.0
44.0,94929.72,81.1,7.1,118.68,4,10.8,14.3
25.9,79925.66,74.8,12.7,134.81,5,23.8,40.6
50.2,44830.04,34.7,11.7,76.56,6,59.3,9.4
40.1,94271.14,54.7,6.7,95.33,4,1.4,13.5
45.3,75886.99,47.8,6.4,136.23,6,94.3,16.3
28.4,57951.03,29.4,12.5,56.95,2,67.2,34.8
43.5,99131.87,47.5,9.4,86.48,2,7.5,14.8
24.1,78158.23,70.2,12.5,124.27,3,5.8,8.3
43.9,80148.6,63.6,9.2,121.64,4,309.8,17.3
36.7,70839.06,57.3,11.9,174.47,4,53.6,21.3
40.5,76753.9,35.0,13.7,101.69,5,28.0,24.4
23.2,42594.09,46.3,10.3,88.25,5,12.7,30.8
26.0,51737.41,13.0,8.6,75.84,4,8.8,60.0
41.0,46731.48,58.7,8.9,137.54,3,37.5,36.0
25.5,45752.42,49.6,7.5,87.69,3,252.6,11.2
39.6,56372.97,28.7,9.4,89.52,1,78.2,21.1
21.3,36356.79,67.2,15.4,136.49,8,34.7,6.5
43.5,69520.32,25.9,8.3,85.28,4,25.2,20.3
22.7,43660.2,53.1,11.7,121.35,4,316.1,20.7
40.5,74463.09,62.7,8.1,73.19,2,129.5,32.2
41.3,32558.64,23.2,8.2,66.59,4,8.5,6.1
28.0,52158.73,47.1,10.4,89.79,4,22.1,28.2
40.8,67287.25,27.6,9.4,57.89,2,185.1,16.1
37.6,55870.95,6.1,11.3,54.82,1,309.4,22.9
29.6,52241.41,31.7,14.6,79.71,5,6.9,9.3
24.9,20226.64,28.8,3.4,147.36,3,73.4,5.3
18.0,53529.54,57.7,7.9,118.75,3,12.7,19.3
38.5,75749.32,55.7,7.8,128.53,4,4.5,24.3
19.4,57352.32,50.6,12.5,122.22,3,2.4,21.1
36.0,81537.29,41.2,11.1,43.76,4,18.2,28.0
32.4,61923.01,42.6,9.1,104.5,1,5.7,20.6
41.8,75006.77,40.6,9.0,87.21,5,19.5,19.4
32.0,60705.45,31.8,10.6,56.37,6,257.3,22.2
31.7,71115.43,44.4,12.2,113.6,4,2.5,9.7
42.3,34310.37,43.4,12.2,55.75,3,11.8,11.6
38.4,44808.84,36.9,6.8,98.02,2,24.7,21.0
38.2,94267.24,55.4,13.8,100.14,8,46.5,12.8
39.7,20000.0,48.4,10.4,82.06,8,0.1,16.6
19.6,44911.86,38.0,6.9,123.06,2,15.8,22.4
42.6,89499.81,38.8,9.9,94.62,3,5.3,10.6
41.1,63034.54,59.4,11.0,115.28,5,337.4,1.0
24.8,43766.31,49.1,8.5,121.52,1,3.0,33.6
32.6,60635.79,55.1,12.8,127.95,5,14.3,16.6
34.6,52623.14,57.2,10.9,111.42,2,31.2,6.9
33.7,59541.02,56.7,12.8,85.9,3,19.8,20.5
38.3,49003.26,47.1,11.4,101.09,4,6.5,7.7
49.3,93624.42,96.0,8.8,146.94,1,16.8,13.0
45.8,97119.43,41.9,7.1,85.67,2,1.9,25.8
21.9,46834.44,37.3,8.9,110.29,1,35.1,22.4
41.2,37246.77,57.7,8.9,92.72,5,46.3,43.4
48.3,60154.6,52.2,16.6,126.49,7,0.2,22.0
38.9,59414.69,61.2,10.1,108.52,3,40.2,21.5
45.9,78838.62,58.2,6.9,82.61,7,12.2,27.5
55.1,55937.9,69.4,10.5,179.84,5,4.7,19.5
45.2,52806.43,32.7,11.6,99.84,7,15.1,12.7
37.5,72207.99,73.8,16.7,54.06,5,16.2,4.9
45.5,87138.88,75.7,11.8,94.72,6,17.3,11.2
36.4,48727.22,28.5,9.4,128.29,1,17.5,22.6
35.2,33526.88,51.5,8.6,126.5,4,27.1,18.4
31.5,122871.05,68.2,12.4,144.53,2,2.0,19.8
50.6,88173.39,49.4,7.5,96.17,2,9.5,44.1
26.8,48112.5,18.1,12.9,108.96,3,80.3,30.5
50.3,89639.57,43.7,11.2,95.06,3,1.1,26.4
40.0,61509.78,61.1,11.1,119.3,3,43.1,32.4
21.0,66148.69,64.1,9.2,79.82,3,10.5,22.1
38.7,66129.06,48.7,10.4,97.63,3,328.6,24.3
18.0,48225.44,58.7,6.9,45.39,4,0.3,18.5
41.3,62732.43,65.0,11.2,109.74,4,8.4,10.7
43.9,38134.23,45.8,7.3,81.16,3,49.2,15.3
29.1,94023.05,49.4,8.5,109.58,3,54.0,18.3
36.2,42157.7,51.3,14.6,77.8,2,19.2,22.1
54.5,48432.79,53.8,6.7,104.6,4,70.1,5.7
29.9,51696.83,57.6,7.9,186.93,4,7.7,30.0
24.4,32299.3,54.7,18.7,102.6,6,2.2,31.7
49.8,70819.05,32.8,11.6,81.19,4,90.6,12.2
54.6,89455.97,51.2,11.6,108.38,4,26.1,47.6
35.0,79935.62,27.5,11.4,18.02,4,21.9,12.1
45.1,84386.32,68.5,10.4,104.36,4,11.4,50.1
48.4,64619.17,48.2,17.4,102.47,3,10.1,7.3
27.6,55051.96,55.0,11.7,112.39,5,4.6,34.0
30.1,64275.13,29.1,9.5,121.08,3,29.1,11.6
47.3,34691.25,63.4,11.2,121.58,4,1.4,23.6
51.9,84891.81,39.6,12.0,71.09,7,35.9,17.0
40.6,35357.06,54.2,7.7,60.06,4,48.2,27.9
26.2,93768.42,61.9,12.1,136.06,4,15.0,17.5
54.9,67806.19,49.5,16.5,89.42,4,292.9,17.7
29.7,52054.73,43.6,10.2,109.02,2,24.4,41.2
31.6,41924.76,35.0,9.8,135.06,2,25.8,14.1
38.4,50139.3,66.5,11.3,120.11,4,1.8,33.9
50.5,117915.15,67.6,13.4,75.03,5,31.5,11.0
43.5,85639.2,38.7,10.9,107.49,4,9.6,10.9
39.1,32334.88,35.9,7.8,91.83,2,17.1,23.7
39.6,93790.57,62.1,11.1,75.98,8,5.4,1.9
35.4,84212.96,70.7,7.5,139.55,5,5.0,3.7
40.6,58840.87,40.6,12.0,108.93,3,11.9,22.5
18.0,52533.94,39.7,10.0,147.55,1,25.7,30.1
32.0,57328.26,49.5,8.5,105.59,3,31.5,9.3
37.4,101382.17,75.5,18.8,99.9,2,25.7,21.7
23.5,34866.08,21.9,7.1,99.86,1,3.0,13.4
38.9,66010.8,59.4,11.0,102.54,1,26.7,38.9
33.0,49801.32,40.0,5.0,132.28,3,94.2,8.0
52.6,45383.0,40.7,6.0,102.92,3,67.2,13.7
50.7,116416.92,96.9,16.8,112.19,6,19.0,5.3
30.3,32642.22,38.8,12.9,104.46,8,46.9,29.6
33.5,63195.88,62.3,13.1,119.04,4,18.5,8.6
34.3,24594.41,50.2,16.5,110.68,3,6.4,13.3
30.5,48405.31,28.8,7.4,87.32,2,46.3,19.8
37.0,69999.58,25.3,6.3,94.99,1,10.2,6.1
27.4,37439.06,55.5,11.8,93.65,3,4.3,9.3
23.7,62691.11,34.6,9.7,103.4,2,10.3,9.2
41.2,59600.87,24.9,9.2,69.42,3,13.1,27.2
41.3,88237.89,73.9,13.7,97.39,7,8.1,60.0
27.0,80800.69,40.9,8.0,149.57,1,70.5,42.1
44.0,55427.95,37.0,6.9,85.49,3,11.4,10.9
28.7,56482.04,78.6,7.9,129.21,1,45.9,33.8
37.5,65694.41,26.8,13.3,52.8,4,153.8,6.3
43.2,78949.74,36.8,8.8,89.78,3,16.8,4.2
34.7,60018.74,43.1,14.2,123.8,5,17.9,8.2
39.5,67442.15,48.6,7.4,114.07,3,6.4,17.1
29.8,51000.43,33.9,8.7,55.97,2,42.6,19.3
33.0,60733.06,32.8,11.6,80.27,3,14.2,13.1
32.9,84311.93,79.9,15.0,143.43,4,38.7,17.5
27.5,66949.04,56.0,9.8,79.3,2,2.0,3.3
33.2,72610.92,62.6,9.1,123.8,1,30.3,23.6
19.5,62072.46,48.6,12.4,110.55,4,7.1,46.2
30.1,52994.59,52.2,4.6,65.13,2,15.1,10.7
32.2,64097.54,65.2,10.3,130.41,5,22.3,18.5
32.4,36247.09,27.9,9.4,113.25,1,49.7,8.0
32.6,83444.17,61.0,9.1,108.25,4,105.1,32.3
34.4,20000.0,48.4,13.4,110.93,5,63.6,13.8
39.8,62092.56,73.8,9.7,98.64,2,47.3,8.7
43.7,89814.06,88.2,10.4,117.59,2,25.2,18.0
28.5,27524.52,41.3,7.1,105.85,3,7.9,8.0
23.0,58369.99,66.6,13.3,139.22,4,0.5,17.1
24.6,38048.32,3.4,15.2,93.14,5,23.5,31.2
30.1,48726.31,69.9,12.5,104.97,3,163.0,19.0
31.5,76103.45,43.9,8.2,93.96,2,40.3,9.2
27.3,57801.17,45.7,12.3,105.93,7,121.1,8.1
22.0,20000.0,44.6,15.2,96.49,5,12.9,36.6
30.4,36822.52,40.7,10.0,99.9,1,16.2,32.0
36.8,80958.13,59.2,9.0,43.29,3,34.1,5.1
41.0,73739.09,77.9,15.9,97.14,3,49.9,36.6
29.4,90503.33,53.4,8.7,150.05,1,36.9,10.1
30.9,90348.97,42.8,8.1,112.38,2,18.6,59.3
25.7,45741.51,72.9,13.6,129.47,2,23.3,28.7
34.7,109813.24,72.8,6.6,127.73,2,10.9,12.2
26.5,53702.16,76.9,8.8,127.43,5,30.4,19.8
40.7,45331.65,58.6,11.9,112.95,3,6.0,19.8
18.0,33727.2,22.3,11.1,120.76,3,54.6,9.4
31.4,20000.0,47.7,10.4,116.63,8,37.6,19.5
38.0,94549.24,45.6,8.3,59.57,3,27.4,4.5
36.8,93365.92,60.1,9.0,92.65,2,11.4,10.4
61.9,61234.12,49.2,9.5,89.74,6,5.9,12.4
38.5,58240.71,25.2,10.3,151.73,5,4.7,27.9
25.0,53879.71,36.0,8.8,100.94,3,34.5,14.2
34.0,40029.22,77.1,10.9,152.65,3,29.4,23.1
18.0,20000.0,41.6,14.1,95.33,2,216.8,32.9
34.2,55148.05,45.9,8.3,111.47,6,157.8,4.9
26.7,46913.96,73.3,12.7,118.13,4,258.2,28.9
44.2,59554.9,43.9,5.2,88.98,4,9.2,48.4
29.5,60058.0,48.6,10.4,81.52,7,1.9,16.0
33.8,87656.27,73.2,10.7,116.54,3,22.3,10.1
28.6,48853.68,40.6,10.0,80.8,4,90.7,19.9
52.4,77319.67,44.0,11.2,105.62,3,3.6,4.9
31.8,71967.47,19.8,7.0,79.1,4,32.6,21.6
53.3,85743.31,43.7,10.2,122.51,2,52.3,5.5
43.1,54224.74,34.1,6.7,76.76,5,13.1,28.5
39.8,65784.08,54.1,10.7,104.48,3,101.3,8.2
38.7,73900.66,45.0,5.3,95.25,2,4.9,27.8
38.9,40583.35,76.5,11.8,109.22,5,9.7,15.2
18.0,71670.78,37.6,11.9,118.89,3,12.4,6.1
32.2,86400.71,78.9,15.9,75.96,5,13.3,50.6
43.5,52305.66,51.0,8.5,58.4,2,68.5,16.3
34.5,63482.22,63.1,11.2,103.53,3,0.0,18.0
20.9,61604.05,61.7,8.1,159.16,3,3.2,6.2
34.5,48668.48,13.3,5.7,95.54,5,9.8,14.1
52.0,83265.12,56.8,9.8,144.82,8,98.4,19.4
47.5,73240.25,50.0,8.5,131.82,3,27.3,51.3
34.4,30145.6,24.0,11.2,56.88,3,1.7,35.0
44.5,76794.82,61.9,13.1,110.55,2,10.1,46.2
31.3,35065.1,68.3,13.4,92.21,4,32.9,19.5
18.0,65184.06,11.5,10.6,59.81,7,17.5,19.8
25.8,39180.05,35.7,14.8,55.57,3,8.6,5.9
50.6,69277.4,34.1,8.7,73.81,5,51.2,26.8
32.3,85253.63,58.7,9.9,121.32,1,9.6,5.4
32.6,67980.56,47.5,9.4,119.81,2,7.0,40.7
32.0,36011.82,33.7,12.7,105.61,2,36.7,7.0
54.0,54934.76,58.8,12.9,87.44,4,52.0,10.3
51.3,61021.62,74.8,13.7,106.32,3,8.4,10.6
57.2,85643.12,97.6,18.9,103.28,6,4.9,27.1
33.4,65893.63,40.7,8.0,134.07,6,23.5,9.9
38.0,45502.95,18.3,6.9,105.08,3,283.5,17.0
19.8,24522.67,47.7,5.4,64.74,3,66.5,9.3
49.8,77447.14,79.4,12.0,126.72,4,10.4,22.4
23.3,47020.56,58.3,9.9,82.27,2,36.6,12.3
37.2,104878.52,87.6,7.4,133.28,4,97.6,11.3
24.0,51953.65,44.2,8.2,120.94,4,25.4,6.6
29.1,91574.12,50.3,8.5,32.1,5,7.9,33.0
26.6,29894.23,42.7,7.1,157.28,1,20.3,11.0
28.9,23672.74,34.1,9.7,124.76,2,48.3,14.1
29.6,33285.32,51.9,7.6,86.57,3,90.3,53.9
29.5,79396.45,70.4,6.5,114.09,3,23.7,60.0
43.3,101788.7,78.3,7.9,137.65,1,0.4,20.8
24.0,35517.51,50.3,6.5,54.78,3,37.3,22.1
37.2,52553.01,51.5,8.6,116.05,2,51.9,9.6
47.2,46364.06,57.8,12.9,120.75,1,6.7,13.7
29.9,20000.0,8.6,6.4,106.54,1,28.6,19.1
27.8,68624.88,55.7,13.8,84.5,4,9.2,19.5
32.7,62616.21,51.6,9.6,113.22,3,1.2,19.7
46.8,69647.56,56.1,12.8,132.14,3,40.0,40.4
36.9,33551.73,40.8,12.0,76.65,3,29.5,7.1
29.7,88549.42,65.0,12.3,128.54,3,42.9,7.0
39.8,53803.88,39.5,8.0,75.81,3,7.3,10.5
24.0,61854.19,67.5,12.4,100.23,3,96.5,21.6
41.8,36359.65,50.0,9.5,61.56,2,47.7,35.5
39.1,59458.35,52.1,9.6,45.0,2,14.3,23.8
31.9,63365.02,40.5,10.0,121.17,6,30.6,18.0
26.6,59832.82,62.2,11.1,137.97,3,41.4,9.8
26.1,55999.52,51.9,12.6,116.3,2,8.8,27.5
40.3,74168.99,42.9,9.1,75.35,2,5.3,28.0
47.3,47221.43,45.3,7.3,122.25,3,39.5,11.0
28.6,58848.99,59.1,14.0,115.48,3,22.3,54.6
39.6,65942.25,60.1,8.0,122.8,7,355.5,22.4
18.0,51033.45,54.6,6.7,117.67,2,2.1,3.5
29.2,56769.96,50.4,7.5,88.81,4,94.1,8.1
34.7,34287.27,57.7,15.9,111.29,5,10.8,8.4
25.9,26366.54,58.5,11.9,100.08,4,35.6,1.7
25.6,20000.0,49.1,8.5,107.87,5,0.9,6.5
28.3,71008.45,44.5,12.2,121.19,2,0.2,4.1
37.9,78890.69,39.8,11.0,84.82,7,71.7,14.5
33.1,75372.37,46.5,14.3,121.67,5,214.9,16.4
18.0,52535.8,77.1,11.9,119.88,3,3.7,6.9
18.0,20000.0,42.2,11.1,97.55,2,41.0,16.6
28.9,34610.87,74.3,12.7,113.69,3,8.9,14.2
39.6,67069.8,50.3,12.5,123.78,4,100.9,11.2
18.0,49110.36,42.9,7.1,97.02,4,17.0,26.2
30.0,51547.19,46.4,13.3,100.39,3,1.3,36.5
29.7,63168.36,49.6,11.5,145.01,4,15.8,58.7
48.9,71339.74,41.8,9.1,121.72,2,21.0,50.1
31.1,59335.23,32.6,12.6,125.93,4,20.1,41.5
38.8,50282.61,54.6,7.7,148.32,4,234.7,22.7
36.4,80770.28,72.1,8.6,122.34,4,65.5,24.1
18.0,37784.57,80.0,13.0,179.08,5,52.4,22.5
42.7,39532.68,37.4,10.9,110.86,2,2.8,12.2
37.2,46303.19,40.6,5.0,67.3,3,84.3,54.0
40.1,57096.83,37.6,6.9,85.74,3,9.8,15.1
70.0,107880.06,81.2,13.1,80.5,4,1.5,22.2
18.0,45554.64,57.9,15.9,138.09,1,177.1,14.1
52.2,70074.61,39.9,7.0,105.42,3,1.9,4.4
32.1,32727.15,28.3,8.4,81.81,3,1.9,7.9
37.9,78008.28,69.7,14.5,119.35,5,48.7,40.2
34.5,46596.86,51.7,7.6,101.28,3,2.2,6.9
30.8,54605.55,59.8,9.0,88.11,3,18.4,20.0
29.3,85045.0,44.3,10.2,156.98,5,36.6,17.7
38.3,72811.34,25.7,8.3,96.61,1,12.1,42.9
19.8,20000.0,24.9,7.2,94.63,3,32.8,32.4
42.5,30614.43,51.5,11.6,103.31,6,93.6,3.8
30.8,55384.24,80.3,9.0,90.94,2,156.1,30.5
23.7,26704.63,33.6,4.7,53.35,3,20.8,8.4
30.5,69370.83,86.9,14.3,155.06,3,42.9,33.7
47.6,70902.46,65.7,12.3,101.29,4,32.1,14.9
29.6,59025.01,28.8,10.4,38.75,6,74.9,12.4
38.6,48732.77,49.8,11.5,68.13,3,80.5,13.1
27.7,88980.02,71.7,17.6,130.73,2,25.8,8.8
42.6,122915.25,32.5,8.6,113.59,6,10.8,18.5
41.9,59912.37,59.6,7.0,98.36,2,3.9,53.5
53.5,81849.66,74.1,8.7,145.31,1,13.3,2.8
33.2,60543.84,56.1,12.8,73.08,5,35.8,13.7
41.7,60155.5,49.1,9.5,144.6,3,96.1,20.6
36.0,44143.13,42.6,12.1,59.77,8,0.6,3.5
48.0,48667.61,43.1,8.2,115.0,4,27.2,14.4
27.8,31537.4,23.8,13.2,98.04,4,15.9,51.5
42.5,74064.84,43.9,8.2,122.56,5,8.7,10.1
33.1,48048.93,40.2,15.0,56.01,5,323.4,6.8
34.4,20000.0,39.7,9.0,92.99,1,35.5,12.6
35.9,69631.18,44.5,10.2,128.49,7,1.1,36.5
37.5,61252.7,37.3,9.9,71.46,3,14.9,9.3
33.8,86003.63,69.2,16.5,150.44,4,2.4,13.9
37.1,69180.15,58.3,11.9,59.35,3,37.6,5.9
50.8,43051.47,36.8,8.8,55.73,3,152.2,25.6
44.9,23290.06,46.6,7.3,81.64,1,14.1,20.1
43.7,52563.79,41.0,11.0,116.45,3,58.6,52.3
30.4,43853.54,46.1,10.3,138.29,5,61.3,23.7
26.1,71749.26,68.2,11.4,97.21,4,37.4,60.0
44.6,67464.99,43.2,10.2,107.13,4,3.8,59.8
43.8,89682.14,41.3,9.1,131.97,5,311.3,3.8
49.7,45284.7,43.4,5.2,116.97,6,16.5,15.1
29.0,74473.44,33.9,7.7,150.26,3,41.3,1.8
32.7,72583.39,49.6,11.5,88.71,4,10.9,39.9
18.6,20000.0,33.8,7.7,128.93,5,82.7,50.6
31.1,83312.59,20.0,7.0,71.09,1,1.8,21.2
45.0,69841.73,60.9,8.0,119.22,7,101.1,10.6
30.3,64108.93,48.5,14.4,106.28,3,12.4,10.6
41.4,47825.92,64.1,10.2,120.91,6,6.6,14.8
33.1,83980.92,60.4,10.0,82.49,3,27.3,6.1
38.2,38875.41,54.7,12.7,93.78,5,22.3,5.2
23.5,67460.31,70.1,13.5,91.55,6,59.4,40.8
35.9,77093.83,53.2,12.7,90.7,5,48.6,47.5
18.0,26916.65,40.1,13.0,97.67,8,145.6,12.6
33.1,98172.3,37.8,13.9,74.1,3,18.7,10.8
18.7,51586.78,66.1,12.3,94.64,3,190.6,15.5
47.1,82725.81,54.6,10.7,121.92,5,7.5,15.2
42.8,35676.84,27.6,14.4,101.87,5,50.3,36.7
39.7,106087.97,74.9,12.7,160.06,1,12.1,17.1
50.2,47676.91,13.6,7.7,90.4,1,20.8,22.5
25.5,72906.4,47.4,10.4,147.62,3,1.5,15.2
52.5,54083.47,61.8,13.1,73.12,4,6.2,4.7
44.3,55077.76,42.0,7.1,54.2,3,9.9,25.9
32.6,73882.64,43.4,15.2,92.55,3,5.7,11.7
46.4,89636.02,52.6,16.6,95.0,2,3.4,7.9
23.9,25723.97,9.6,7.5,65.59,3,39.4,7.3
26.8,75213.33,65.3,14.3,102.01,6,111.4,11.6
28.9,76030.89,53.0,8.6,124.97,2,26.4,14.1
29.7,37009.11,39.0,6.0,88.63,2,14.2,20.9
24.4,83520.49,53.0,8.7,123.81,4,0.8,19.1
47.2,40647.51,44.4,6.2,133.22,6,8.9,5.4
32.4,45433.71,55.4,15.8,126.6,3,16.6,31.5
38.5,72400.09,52.9,5.6,101.13,5,176.7,43.1
29.3,38365.86,23.1,12.2,80.85,5,21.6,30.5
18.0,51676.38,56.1,10.8,140.69,4,12.7,60.0
37.7,66981.98,59.6,10.0,151.47,5,3.7,49.1
18.0,42658.51,47.9,4.4,111.72,5,4.6,7.4
34.3,76098.94,71.0,7.5,135.65,5,40.6,24.7
21.3,44486.26,45.8,13.3,118.41,6,10.7,29.5
54.9,80529.03,72.8,9.6,100.15,2,48.3,4.3
44.1,90220.34,80.2,16.0,123.05,3,37.7,13.0
36.1,76659.75,63.7,12.2,120.87,2,6.7,14.9
47.6,85830.0,46.5,13.3,137.55,4,63.0,26.3
26.5,30245.88,39.1,11.0,95.77,3,3.4,18.6
40.4,74843.69,73.0,11.7,87.04,4,106.3,23.8
37.0,44028.51,22.7,11.1,87.71,2,30.4,13.1
37.6,36483.86,37.1,5.9,93.93,2,46.9,1.0
47.7,68744.7,47.5,8.4,84.97,1,110.7,18.0
42.3,47774.03,33.4,13.7,122.02,3,32.3,21.8
37.9,78122.14,68.5,9.4,141.57,4,41.9,11.6
18.5,63051.61,56.6,8.8,45.83,3,53.3,19.1
25.4,20000.0,27.3,13.4,125.54,3,3.5,35.7
33.8,42452.28,53.8,8.7,114.43,1,29.8,15.1
35.9,31551.25,39.1,13.0,102.18,4,10.5,36.0
23.7,41705.78,31.2,9.6,108.13,3,43.9,4.3
59.1,88396.93,47.8,12.4,60.33,1,0.9,25.8
50.2,67285.39,58.7,5.9,97.47,6,71.8,25.5
41.0,53021.76,62.0,14.1,128.07,3,6.8,7.9
35.7,86579.83,50.7,12.5,118.83,4,21.9,7.1
32.9,20000.0,46.2,9.3,94.58,1,30.4,1.9
25.5,77122.09,78.9,14.9,120.8,5,45.2,57.3
35.8,49734.08,28.0,9.4,97.45,3,16.3,18.3
37.6,60499.84,55.5,7.8,117.72,5,15.3,37.9
22.6,39518.65,56.3,6.8,162.58,2,62.5,15.8
38.3,93531.17,58.6,8.9,71.8,5,211.7,13.9
33.4,34138.36,60.8,16.0,89.33,6,66.1,8.9
18.0,46634.73,79.0,12.9,119.64,5,7.8,17.8
26.4,63665.69,56.3,16.8,119.82,7,20.2,17.5
