anio,mes,hogar_id,persona_id,orden,sexo,edad,estado_civil,n_hijos,educacion,ocupacion,cond_actividad,estrato,personas_hogar,cuartos,tipo_vivienda,tenencia,agua_potable,internet,computador,movil,energia,afiliacion_salud,consultas_ano,salud_perc,actividad_fisica,dias_enfermo_30,tabaco,alcohol,felicidad,horas_semana,salario,remoto,sector,horas_internet_dia,uso_redes,compras_online,gasto_mensual,pobreza_percibida,satisfaccion_vivienda,transporte_publico,tiempo_transporte_min,region
2025,9,4819,2237,4,Mujer,58.0,Casado/a,1,Primaria completa,Empleado,Ocupado,2,5,3,Casa,Arrendada,1,1.0,0,1,Red pública,Subsidiado,2,2,0,0,0,0,2,41.0,630143.0,0,Servicios,3.48,0,0,580172,1,5,1,44,Bogotá
2021,5,8703,2238,1,Mujer,11.0,Soltero/a,2,Técnica/Tecnológica,Desempleado,Desempleado,1,5,2,Casa,Arrendada,1,1.0,1,1,Red pública,Contributivo,1,4,0,0,0,1,8,0.0,,0,Comercio,0.73,1,1,202108,0,1,1,22,Pacífico
2020,7,2280,2239,6,Mujer,44.0,Casado/a,0,Secundaria incompleta,Desempleado,Desempleado,3,5,2,Apartamento,Propia,1,1.0,1,1,Red pública,Subsidiado,2,5,0,2,1,1,1,0.0,0.0,0,Servicios,2.82,1,0,335419,1,1,0,31,Oriente
2021,9,4432,2240,7,Hombre,51.0,Soltero/a,2,Universitaria,Estudiante,Inactivo,6,1,4,Conjunto cerrado,Propia,1,0.0,0,1,Red pública,Subsidiado,4,4,1,2,0,1,1,0.0,0.0,0,Comercio,0.9,0,1,250273,0,4,1,5,Bogotá
2024,4,1762,2241,1,Mujer,14.0,Soltero/a,1,Secundaria completa,Empleado,Ocupado,2,3,2,Conjunto cerrado,Propia,1,1.0,1,1,Red pública,Otro,1,5,0,2,0,0,6,30.0,702572.0,0,Industria,2.22,1,0,375370,0,5,1,46,Bogotá
2020,9,2629,2242,1,Hombre,48.0,Unión libre,3,Técnica/Tecnológica,Cuenta propia,Ocupado,2,4,3,Casa,Propia,0,1.0,0,1,Red pública,Subsidiado,2,2,0,3,0,0,1,34.0,2577847.0,1,Tecnología,0.0,0,0,1355248,1,2,1,22,Centro
2023,1,6499,2243,1,Mujer,32.0,Unión libre,0,Secundaria completa,Empleado,Ocupado,4,2,6,Apartamento,Propia,1,1.0,1,1,Red pública,Subsidiado,1,1,1,0,0,0,1,37.0,1885557.0,0,Comercio,2.39,1,0,971255,0,2,0,35,Antioquia
2025,12,9634,2244,2,Hombre,12.0,Casado/a,1,Primaria incompleta,Jubilado,Ocupado,2,4,5,Apartamento,Propia,1,0.0,1,1,Red pública,Subsidiado,1,1,0,0,0,0,2,12.0,468477.0,0,Comercio,3.77,1,0,479165,0,4,1,19,Bogotá
2025,6,4014,2245,5,Hombre,43.0,Soltero/a,2,Técnica/Tecnológica,Desempleado,Desempleado,1,2,1,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,3,5,1,1,0,0,3,0.0,0.0,0,Comercio,4.57,1,0,204706,0,2,1,15,Pacífico
2023,2,2497,2246,1,Hombre,56.0,Casado/a,1,Secundaria completa,Empleado,Ocupado,6,4,6,Conjunto cerrado,Propia,1,0.0,1,1,Red pública,Subsidiado,3,4,0,0,0,1,3,45.0,508517.0,0,Servicios,3.1,1,1,375308,1,3,1,36,Antioquia
2020,8,9280,2247,6,Hombre,93.0,Unión libre,0,Universitaria,Empleado,Ocupado,2,6,2,Casa,Propia,1,1.0,1,1,Red pública,Otro,3,2,1,1,0,0,4,,2358086.0,0,Gobierno,0.42,1,0,1010567,0,4,1,38,Caribe
2024,5,9653,2248,6,Mujer,33.0,Soltero/a,1,Primaria completa,Empleado,Ocupado,2,5,3,Apartamento,Propia,0,0.0,1,1,Red pública,Contributivo,1,5,1,1,1,0,4,40.0,623157.0,0,Servicios,3.66,0,0,396609,1,3,1,3,Caribe
2023,3,4552,2249,7,Mujer,48.0,Soltero/a,1,Posgrado,Hogar,Ocupado,2,5,3,Apartamento,Arrendada,1,1.0,1,1,Red pública,Contributivo,1,2,0,0,0,1,7,39.0,3581872.0,0,Comercio,2.88,1,0,1782347,0,3,1,25,Centro
2020,2,8637,2250,2,Hombre,56.0,Casado/a,0,Universitaria,Estudiante,Inactivo,6,2,5,Casa,Propia,1,1.0,0,0,Red pública,Subsidiado,5,4,0,2,0,0,2,0.0,0.0,0,Servicios,0.09,0,0,61758,0,5,0,41,Caribe
2020,8,9571,2251,5,Hombre,42.0,Casado/a,1,Técnica/Tecnológica,Empleado,Ocupado,4,6,4,Apartamento,Arrendada,1,,0,1,Red pública,Subsidiado,2,1,1,2,0,1,6,46.0,1833556.0,0,Comercio,3.07,1,0,954542,1,1,1,38,Caribe
2025,7,5496,2252,5,Hombre,52.0,Soltero/a,0,Secundaria completa,Empleado,Ocupado,4,5,4,Apartamento,Propia,1,1.0,0,1,Red pública,Subsidiado,4,3,1,1,1,1,6,17.0,875025.0,0,Gobierno,4.43,1,0,565058,1,4,0,19,Caribe
2023,9,5646,2253,7,Hombre,33.0,Divorciado/a,4,Secundaria completa,Empleado,Ocupado,1,4,1,Conjunto cerrado,Propia,1,1.0,0,1,Red pública,Contributivo,1,1,0,1,0,0,9,39.0,1005319.0,0,Gobierno,5.23,1,0,511919,0,2,1,1,Antioquia
2024,8,3983,2254,4,Hombre,37.0,Casado/a,3,Primaria completa,Desempleado,Desempleado,4,1,3,Rural,Propia,1,1.0,1,1,Red pública,Subsidiado,2,5,0,2,0,0,10,0.0,0.0,0,Servicios,0.0,1,0,394652,1,3,1,59,Bogotá
2025,11,4060,2255,3,Hombre,19.0,Soltero/a,0,Universitaria,Empleado,Ocupado,3,4,4,Casa,Ocupada,1,1.0,0,1,Red pública,Contributivo,1,2,1,2,1,1,9,39.0,1958880.0,0,Servicios,2.82,1,0,1205611,0,2,0,25,Pacífico
2023,4,8834,2256,1,Hombre,34.0,Soltero/a,0,Secundaria incompleta,Empleado,Ocupado,3,2,4,Casa,Ocupada,1,1.0,0,1,Red pública,Contributivo,2,1,1,1,1,0,3,,1144226.0,0,Servicios,0.23,0,0,852101,0,3,0,34,Bogotá
2023,2,7804,2257,2,Mujer,12.0,Unión libre,0,Secundaria completa,Empleado,Ocupado,3,3,5,Casa,Arrendada,0,1.0,1,0,Red pública,Otro,3,2,0,0,0,0,6,36.0,843724.0,0,Servicios,2.68,1,0,533375,1,4,0,3,Caribe
2022,2,8510,2258,5,Mujer,14.0,Casado/a,0,Primaria completa,Estudiante,Inactivo,3,2,2,Apartamento,Arrendada,0,1.0,1,1,Red pública,Contributivo,1,5,1,2,1,1,7,0.0,0.0,1,Comercio,1.54,1,0,257170,1,5,1,23,Antioquia
2021,2,3950,2259,4,Hombre,55.0,Soltero/a,1,Secundaria incompleta,Empleado,Ocupado,1,4,3,Casa,Arrendada,1,0.0,1,0,Red pública,Contributivo,4,1,0,0,0,1,2,33.0,646245.0,0,Comercio,1.52,0,0,512406,0,4,0,44,Antioquia
2022,11,5540,2260,3,Otro,18.0,Casado/a,0,Secundaria completa,Cuenta propia,Ocupado,3,9,4,Rural,Ocupada,1,0.0,0,1,Red pública,Contributivo,2,3,1,3,1,0,10,36.0,1532070.0,1,Gobierno,3.81,1,1,825073,1,4,0,40,Oriente
2024,12,8418,2261,5,Hombre,56.0,Casado/a,1,Técnica/Tecnológica,Empleado,Ocupado,3,2,5,Apartamento,Arrendada,1,1.0,1,1,Red pública,Contributivo,3,2,0,0,0,0,5,44.0,1178945.0,0,Servicios,4.2,1,0,774248,0,3,0,68,Bogotá
2023,6,7063,2262,5,Mujer,37.0,Casado/a,0,Universitaria,Cuenta propia,Ocupado,2,3,6,Casa,Arrendada,1,1.0,1,1,Red pública,Contributivo,2,2,0,1,0,0,9,73.0,1971880.0,1,Servicios,1.91,1,0,1166937,1,4,0,57,Antioquia
2025,7,8661,2263,1,Mujer,37.0,Soltero/a,0,Primaria incompleta,Empleado,Ocupado,3,3,5,Casa,Arrendada,1,1.0,1,1,Red pública,Subsidiado,2,5,1,2,0,1,4,45.0,790576.0,0,Servicios,1.76,1,1,549080,1,1,0,29,Bogotá
2022,12,4421,2264,3,Hombre,27.0,Soltero/a,0,Universitaria,Empleado,Ocupado,2,1,6,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,1,3,0,2,0,0,10,38.0,1456253.0,0,Servicios,4.0,1,0,875942,0,3,1,9,Caribe
2023,6,2990,2265,3,Hombre,39.0,Soltero/a,3,Universitaria,Desempleado,Desempleado,1,5,4,Casa,Arrendada,1,1.0,0,1,Red pública,Subsidiado,4,3,1,1,0,1,1,0.0,0.0,0,Comercio,3.15,1,0,260761,1,3,1,46,Antioquia
2023,2,4856,2266,7,Mujer,66.0,Unión libre,1,Primaria completa,Cuenta propia,Ocupado,1,1,6,Apartamento,Familiar,1,1.0,1,1,Red pública,Subsidiado,0,1,0,1,0,1,4,31.0,455597.0,0,Servicios,5.84,1,0,368994,1,4,1,45,Oriente
2023,4,2482,2267,2,Hombre,28.0,Viudo/a,0,Secundaria incompleta,Empleado,Ocupado,1,4,3,Rural,Ocupada,1,1.0,0,1,Red pública,Subsidiado,2,3,1,0,0,0,10,40.0,753886.0,0,Comercio,0.47,1,0,447515,0,1,0,48,Oriente
2024,3,3545,2268,4,Hombre,34.0,Casado/a,2,Primaria completa,Empleado,Ocupado,4,2,6,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,2,2,0,0,0,0,5,61.0,727047.0,0,Servicios,3.24,1,1,396314,0,1,0,1,Pacífico
2021,11,5220,2269,7,Mujer,53.0,Casado/a,2,Secundaria completa,Cuenta propia,Ocupado,4,4,3,Casa,Arrendada,1,1.0,0,1,Red pública,Contributivo,1,1,1,2,0,0,1,40.0,884495.0,0,Industria,3.05,1,0,611501,0,3,1,10,Bogotá
2023,4,1642,2270,6,Hombre,20.0,Soltero/a,2,Posgrado,Empleado,Ocupado,4,4,3,Rural,Arrendada,0,0.0,1,0,Red pública,Contributivo,1,5,0,2,0,0,4,52.0,3839183.0,0,Servicios,3.18,0,0,1916519,1,2,1,25,Centro
2020,5,4918,2271,2,Hombre,19.0,Casado/a,1,Universitaria,Empleado,Ocupado,1,6,5,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,3,4,1,1,1,1,9,43.0,2633573.0,0,Industria,2.0,1,0,1284030,0,3,0,5,Bogotá
2022,7,2586,2272,4,Mujer,39.0,Casado/a,0,Universitaria,Empleado,Ocupado,3,1,3,Casa,Propia,1,1.0,0,1,Otro,No afiliado,1,4,0,1,0,0,10,39.0,1573857.0,0,Industria,0.0,1,1,815346,0,1,0,23,Caribe
2022,9,3409,2273,7,Mujer,60.0,Casado/a,2,Primaria completa,Empleado,Ocupado,1,6,5,Casa,Propia,1,0.0,1,1,Red pública,Subsidiado,4,3,1,3,0,0,8,42.0,,0,Servicios,0.0,0,0,296164,0,2,1,37,Centro
2023,11,7504,2274,2,Mujer,39.0,Soltero/a,1,Universitaria,Empleado,Ocupado,1,1,1,Casa,Propia,1,1.0,0,1,Red pública,Contributivo,2,4,0,1,0,1,7,50.0,1769637.0,0,Servicios,2.34,1,0,1111398,1,4,0,41,Centro
2025,2,1054,2275,4,Mujer,35.0,Casado/a,1,Primaria incompleta,Desempleado,Desempleado,1,2,6,Apartamento,Arrendada,1,1.0,0,1,Red pública,Contributivo,2,2,1,0,0,0,4,0.0,0.0,0,Comercio,0.0,0,0,333725,0,1,1,25,Oriente
2023,8,1841,2276,6,Hombre,39.0,Viudo/a,1,Universitaria,Desempleado,Desempleado,1,5,4,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,5,3,1,2,0,0,5,0.0,0.0,0,Comercio,4.15,1,1,295007,0,1,0,24,Pacífico
2024,3,7928,2277,1,Mujer,38.0,Soltero/a,3,Secundaria incompleta,Jubilado,Ocupado,1,4,2,Conjunto cerrado,Arrendada,1,1.0,1,1,Red pública,Subsidiado,0,1,0,3,0,1,4,24.0,1443900.0,0,Tecnología,0.0,0,0,869492,1,5,0,23,Centro
2023,9,5587,2278,4,Mujer,29.0,Casado/a,1,Secundaria completa,Empleado,Ocupado,1,3,4,Casa,Propia,1,1.0,0,1,Red pública,Subsidiado,1,4,0,0,0,1,1,55.0,967242.0,1,Comercio,1.22,1,0,657472,1,4,1,39,Caribe
2023,10,3906,2279,6,Mujer,56.0,Divorciado/a,0,Técnica/Tecnológica,Desempleado,Desempleado,4,1,4,Conjunto cerrado,Arrendada,1,0.0,1,1,Red pública,No afiliado,1,5,1,5,0,1,10,0.0,0.0,0,Gobierno,5.2,1,0,198444,1,2,1,44,Bogotá
2020,12,6088,2280,2,Mujer,44.0,Soltero/a,2,,Desempleado,Desempleado,3,3,5,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,3,4,1,0,1,1,9,,0.0,0,Industria,0.0,0,0,333771,0,1,0,11,Caribe
2021,4,6056,2281,3,Mujer,31.0,Casado/a,3,,Desempleado,Desempleado,6,7,3,Conjunto cerrado,Arrendada,0,,1,1,Red pública,Subsidiado,2,2,0,1,0,1,3,0.0,0.0,0,Servicios,0.8,1,0,273469,0,1,1,31,Oriente
2022,3,6982,2282,5,Mujer,41.0,Soltero/a,1,Universitaria,Empleado,Ocupado,3,4,4,Casa,Propia,1,0.0,1,1,Red pública,Contributivo,3,1,0,0,0,1,8,40.0,1897985.0,1,Industria,2.61,1,0,823082,0,1,0,2,Caribe
2022,10,3272,2283,6,Hombre,34.0,Casado/a,0,Técnica/Tecnológica,Empleado,Ocupado,6,3,2,Casa,Propia,1,0.0,1,0,Red pública,Subsidiado,1,2,1,0,0,1,4,56.0,1524640.0,0,Servicios,4.94,0,1,732607,1,1,0,46,Pacífico
2020,6,7141,2284,6,Hombre,16.0,Casado/a,0,Universitaria,Empleado,Ocupado,2,4,2,Otro,Ocupada,1,1.0,0,1,Red pública,Contributivo,0,2,1,1,0,1,3,45.0,3000073.0,1,Servicios,3.9,1,0,1505972,0,1,1,62,Bogotá
2020,10,9015,2285,6,Hombre,77.0,Divorciado/a,2,Secundaria completa,Hogar,Ocupado,3,3,4,Casa,Familiar,1,1.0,1,1,Red pública,Subsidiado,1,1,0,0,0,1,9,24.0,593705.0,0,Servicios,2.19,1,0,337467,0,4,1,20,Pacífico
2021,9,9294,2286,4,Hombre,42.0,Casado/a,2,Primaria completa,Empleado,Ocupado,3,5,4,Conjunto cerrado,Propia,1,1.0,1,1,Red pública,Contributivo,1,4,0,2,1,0,1,39.0,535261.0,0,Industria,1.95,1,0,340552,0,3,0,39,Caribe
2025,7,2071,2287,7,Hombre,23.0,Casado/a,2,Secundaria completa,Desempleado,Desempleado,3,2,3,Apartamento,Ocupada,1,1.0,0,1,Red pública,No afiliado,6,3,1,1,0,0,8,0.0,0.0,0,Comercio,0.13,1,0,124044,0,1,1,34,Bogotá
2022,4,1736,2288,4,Mujer,21.0,Unión libre,0,Secundaria completa,Jubilado,Ocupado,1,2,4,Casa,Arrendada,1,1.0,1,1,Red pública,Contributivo,0,2,0,1,0,0,5,34.0,1323359.0,0,Industria,2.4,1,0,744174,0,5,0,36,Caribe
2022,3,7376,2289,3,Mujer,,Unión libre,1,Primaria completa,Jubilado,Ocupado,3,3,2,Casa,Familiar,1,1.0,0,1,Red pública,Subsidiado,3,5,0,2,0,0,7,44.0,145623.0,0,Servicios,4.04,1,0,316718,0,2,1,23,Bogotá
2021,10,8749,2290,1,Mujer,27.0,Soltero/a,1,Secundaria completa,Hogar,Ocupado,3,3,4,Conjunto cerrado,Arrendada,1,1.0,1,1,Red pública,Subsidiado,1,1,0,2,0,1,8,30.0,1372716.0,0,Industria,3.21,0,0,757644,0,5,1,57,Bogotá
2023,4,4630,2291,2,Hombre,20.0,Casado/a,2,Técnica/Tecnológica,Desempleado,Desempleado,2,2,4,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,1,2,0,1,0,1,7,0.0,0.0,0,Servicios,4.33,1,0,113059,0,5,0,30,Bogotá
2021,3,1227,2292,1,Hombre,36.0,Soltero/a,1,Ninguno,Empleado,Ocupado,4,7,1,Casa,Propia,1,1.0,1,1,Red pública,Subsidiado,1,4,0,1,0,0,10,35.0,182549.0,0,Servicios,1.49,1,0,49001,0,1,1,11,Bogotá
2021,12,7665,2293,7,Hombre,68.0,Soltero/a,0,Secundaria completa,Cuenta propia,Ocupado,4,10,4,Apartamento,Arrendada,1,1.0,1,1,Red pública,Contributivo,0,3,0,1,0,1,6,51.0,653789.0,0,Servicios,1.5,1,1,574244,0,4,0,26,Oriente
2023,3,6711,2294,4,Mujer,28.0,Casado/a,1,Primaria completa,Cuenta propia,Ocupado,3,2,3,Apartamento,Propia,1,1.0,0,1,Red pública,Contributivo,3,5,1,0,0,0,9,46.0,913321.0,0,Gobierno,1.82,1,0,618197,0,2,0,15,Bogotá
2020,12,7156,2295,4,Mujer,95.0,Soltero/a,5,Primaria completa,Desempleado,Desempleado,3,5,5,Apartamento,Arrendada,1,0.0,1,1,Red pública,Subsidiado,4,4,0,2,0,0,7,0.0,0.0,0,Agricultura,2.35,1,0,371533,0,1,0,55,Centro
2020,9,4570,2296,6,Mujer,51.0,Soltero/a,0,Secundaria completa,Cuenta propia,Ocupado,2,3,4,Casa,Arrendada,1,1.0,1,1,Red pública,Contributivo,1,2,0,1,0,1,2,,772524.0,0,Tecnología,2.87,1,1,561150,0,4,0,17,Bogotá
2021,4,9636,2297,6,Hombre,77.0,Casado/a,0,Primaria completa,Estudiante,Inactivo,1,4,2,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,2,2,1,1,0,0,2,0.0,0.0,0,Servicios,4.63,0,0,299010,0,3,0,57,Oriente
2020,9,8993,2298,1,Hombre,18.0,Casado/a,0,Secundaria completa,Cuenta propia,Ocupado,3,2,5,Apartamento,Arrendada,1,1.0,0,1,Red pública,Subsidiado,6,4,0,1,1,0,3,44.0,420578.0,0,Comercio,0.92,0,0,355863,0,4,1,14,Centro
2020,12,2619,2299,2,Mujer,28.0,Unión libre,1,Técnica/Tecnológica,Estudiante,Inactivo,4,1,3,Rural,Propia,1,1.0,1,1,Red pública,Subsidiado,1,4,1,1,0,1,3,0.0,0.0,1,Industria,3.78,1,0,295719,1,2,1,42,Caribe
2022,10,3204,2300,4,Hombre,29.0,Casado/a,1,Secundaria completa,Hogar,Ocupado,1,2,9,Casa,Familiar,1,0.0,0,1,Red pública,Contributivo,0,3,0,1,0,0,10,45.0,723484.0,0,Servicios,1.66,1,1,353071,0,5,1,28,Antioquia
2024,5,3703,2301,4,Mujer,39.0,Unión libre,0,Universitaria,Desempleado,Desempleado,2,4,6,Apartamento,Arrendada,1,1.0,1,0,Red pública,Contributivo,1,5,1,0,0,1,10,0.0,0.0,0,Comercio,2.17,1,0,334956,1,2,1,32,Bogotá
2023,7,8742,2302,7,Hombre,52.0,Casado/a,0,Técnica/Tecnológica,Estudiante,Inactivo,3,4,4,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,1,5,0,0,0,1,3,,0.0,0,Comercio,7.18,1,1,127833,0,3,1,3,Centro
2023,5,8574,2303,1,Hombre,14.0,Soltero/a,2,Posgrado,Desempleado,Desempleado,4,5,7,Apartamento,Propia,1,1.0,1,1,Red pública,No afiliado,2,3,1,0,0,1,8,0.0,0.0,0,Servicios,4.95,1,1,330100,0,2,0,10,Oriente
2021,1,1797,2304,5,Hombre,55.0,Casado/a,1,Secundaria completa,Estudiante,Inactivo,1,3,1,Casa,Arrendada,1,1.0,1,1,Red pública,No afiliado,1,5,1,2,1,1,10,0.0,0.0,0,Servicios,4.04,1,0,-41793,1,1,1,32,Antioquia
2025,2,3999,2305,6,Mujer,28.0,Casado/a,1,Secundaria completa,Empleado,Ocupado,2,3,4,Apartamento,Propia,1,1.0,0,1,Red pública,No afiliado,4,1,0,0,0,1,6,39.0,1707257.0,0,Tecnología,2.2,1,0,782403,0,5,1,54,Bogotá
2022,11,3764,2306,3,Hombre,71.0,Soltero/a,0,Universitaria,Hogar,Ocupado,3,3,2,Rural,Ocupada,1,1.0,0,1,Red pública,Subsidiado,0,2,0,0,0,1,4,29.0,2528563.0,0,Servicios,3.3,1,1,1145082,1,4,0,60,Bogotá
2020,5,4684,2307,4,Mujer,46.0,Soltero/a,0,Secundaria completa,Estudiante,Inactivo,6,5,4,Apartamento,Ocupada,1,1.0,1,1,Red pública,Subsidiado,0,3,0,1,0,1,3,0.0,0.0,0,Comercio,2.86,1,0,185125,0,2,0,56,Centro
2023,6,9199,2308,2,Mujer,61.0,Casado/a,1,Ninguno,Estudiante,Inactivo,4,3,2,Apartamento,Propia,1,1.0,1,1,Red pública,Contributivo,3,1,0,3,0,1,7,0.0,0.0,1,Servicios,0.02,1,1,87724,0,5,0,36,Bogotá
2020,7,7239,2309,5,Mujer,32.0,Casado/a,1,Secundaria incompleta,Empleado,Ocupado,4,3,4,Apartamento,Familiar,1,1.0,1,1,Red pública,Subsidiado,2,2,0,0,0,1,5,44.0,717389.0,0,Servicios,0.0,1,0,426352,0,1,1,6,Caribe
2022,2,4874,2310,1,Hombre,49.0,Casado/a,0,Secundaria incompleta,Empleado,Ocupado,2,5,6,Casa,Familiar,1,1.0,0,1,Red pública,Subsidiado,3,1,0,1,0,1,6,32.0,1070406.0,0,Industria,1.17,0,1,636581,0,3,0,16,Antioquia
2023,10,4329,2311,7,Mujer,32.0,Unión libre,3,Secundaria completa,Empleado,Ocupado,2,4,4,Casa,Propia,1,0.0,0,1,Red pública,Subsidiado,1,5,1,2,0,1,6,42.0,657287.0,0,Agricultura,0.34,0,0,379732,0,5,1,55,Antioquia
2025,9,7069,2312,1,Mujer,50.0,Soltero/a,2,Técnica/Tecnológica,Empleado,Ocupado,2,5,3,Apartamento,Arrendada,1,1.0,1,1,Red pública,Subsidiado,6,5,0,1,0,0,8,24.0,1891456.0,0,Servicios,1.17,1,0,1077686,1,2,0,2,Pacífico
2022,6,6584,2313,7,Hombre,44.0,Casado/a,1,Secundaria completa,Jubilado,Ocupado,4,2,3,Conjunto cerrado,Propia,1,0.0,0,0,Red pública,Contributivo,0,4,0,1,0,0,6,46.0,1012468.0,0,Servicios,3.97,0,0,723960,0,3,1,29,Bogotá
2024,2,9805,2314,2,Mujer,66.0,Unión libre,0,Primaria completa,Desempleado,Desempleado,1,6,6,Apartamento,Propia,1,1.0,1,1,Red pública,Subsidiado,2,4,0,0,0,1,2,0.0,0.0,0,Comercio,2.34,1,0,158449,0,4,0,32,Antioquia
2025,2,9880,2315,7,Hombre,56.0,Soltero/a,0,Secundaria incompleta,Jubilado,Ocupado,3,4,2,Apartamento,Arrendada,1,0.0,1,1,Red pública,Contributivo,2,3,0,1,0,1,1,37.0,167990.0,0,Agricultura,1.11,1,0,400268,0,3,1,19,Bogotá
2020,3,9301,2316,6,Hombre,48.0,Soltero/a,2,Primaria completa,Cuenta propia,Ocupado,4,8,8,Rural,Propia,1,1.0,0,1,Red pública,Subsidiado,1,2,1,0,0,1,6,33.0,418612.0,0,Servicios,0.93,1,0,244447,0,4,0,45,Bogotá
2021,1,2160,2317,6,Mujer,43.0,Soltero/a,1,Primaria completa,Jubilado,Ocupado,1,3,7,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,2,4,0,4,0,0,5,51.0,424113.0,0,Comercio,7.05,1,1,214695,0,2,1,32,Bogotá
2022,9,4610,2318,5,Mujer,41.0,Soltero/a,4,Primaria completa,Hogar,Ocupado,5,3,2,Otro,Propia,1,1.0,1,1,Red pública,Subsidiado,5,2,0,1,1,1,5,46.0,393864.0,0,Comercio,4.06,1,0,506418,0,5,0,10,Antioquia
2022,10,5744,2319,2,Mujer,15.0,Casado/a,0,Secundaria completa,Desempleado,Desempleado,5,4,2,Casa,Propia,1,1.0,1,1,Red pública,Contributivo,2,3,1,2,0,1,2,0.0,0.0,1,Agricultura,0.98,1,0,130578,0,4,1,43,Bogotá
2022,11,8331,2320,4,Hombre,21.0,Casado/a,1,Técnica/Tecnológica,Cuenta propia,Ocupado,6,5,4,Apartamento,Propia,1,0.0,1,1,Red pública,Contributivo,0,4,1,3,0,0,5,30.0,1551380.0,0,Industria,4.73,1,0,766849,0,5,0,33,Bogotá
2025,4,3003,2321,5,Mujer,25.0,Divorciado/a,0,Secundaria completa,Empleado,Ocupado,3,4,2,Apartamento,Propia,1,0.0,0,1,Red pública,Contributivo,2,3,0,2,1,1,1,42.0,1022848.0,1,Servicios,5.12,1,0,601112,0,3,1,57,Centro
2024,5,9035,2322,3,Mujer,68.0,Soltero/a,1,Secundaria incompleta,Jubilado,Ocupado,1,2,3,Apartamento,Arrendada,1,0.0,0,1,Red pública,Subsidiado,2,4,1,0,0,0,5,66.0,657159.0,0,Servicios,6.42,1,0,447891,0,3,1,43,Bogotá
2023,7,2527,2323,3,Hombre,31.0,Casado/a,0,Secundaria completa,Estudiante,Inactivo,4,4,2,Rural,Ocupada,1,1.0,1,1,Red pública,Subsidiado,3,1,1,1,1,1,6,0.0,0.0,0,Servicios,4.98,1,0,250253,0,4,1,4,Antioquia
2021,1,8318,2324,2,Mujer,32.0,Casado/a,1,Secundaria completa,Empleado,Ocupado,4,3,1,Rural,Propia,1,1.0,1,1,Red pública,Contributivo,2,2,1,1,0,1,1,22.0,-196370.0,0,Tecnología,0.0,1,0,141088,0,1,1,17,Bogotá
2024,3,8234,2325,3,Hombre,50.0,Casado/a,1,Primaria incompleta,Desempleado,Desempleado,1,2,6,Apartamento,Arrendada,1,1.0,0,0,Red pública,Contributivo,2,2,0,0,1,1,7,0.0,0.0,1,Servicios,5.06,1,0,466667,1,1,1,32,Caribe
2025,3,6169,2326,2,Hombre,24.0,Soltero/a,1,Universitaria,Desempleado,Desempleado,3,5,7,Conjunto cerrado,Familiar,1,1.0,1,1,Red pública,Subsidiado,1,1,0,0,0,1,9,0.0,0.0,0,Gobierno,3.11,1,0,333211,1,2,1,31,Caribe
2024,2,5610,2327,7,Mujer,64.0,Soltero/a,1,Primaria incompleta,Empleado,Ocupado,3,4,4,Apartamento,Propia,1,1.0,0,1,Red pública,Subsidiado,3,5,0,1,0,1,7,38.0,814736.0,1,Tecnología,4.91,1,0,542506,0,3,1,10,Bogotá
2020,8,7721,2328,4,Mujer,0.0,Casado/a,1,Primaria incompleta,Hogar,Ocupado,4,3,1,Apartamento,Propia,1,1.0,1,1,Red pública,Subsidiado,3,4,1,0,0,1,9,54.0,266169.0,0,Gobierno,5.58,1,1,300938,1,3,0,45,Caribe
2023,5,9697,2329,6,Hombre,61.0,Soltero/a,1,Secundaria incompleta,Empleado,Ocupado,3,5,4,Conjunto cerrado,Propia,1,1.0,1,1,Red pública,Subsidiado,5,2,0,2,0,0,2,31.0,158965.0,0,Gobierno,3.63,1,0,203211,0,1,0,33,Antioquia
2020,1,5250,2330,4,Mujer,72.0,Casado/a,1,Universitaria,Estudiante,Inactivo,1,7,5,Apartamento,Arrendada,1,1.0,1,1,Red pública,Contributivo,4,3,0,0,0,0,2,0.0,0.0,0,Servicios,3.43,1,0,444601,0,5,0,7,Bogotá
2021,12,7626,2331,2,Mujer,46.0,Soltero/a,0,Secundaria completa,Cuenta propia,Ocupado,3,3,4,Casa,Propia,1,1.0,1,1,Red pública,No afiliado,2,5,0,0,0,1,9,51.0,1557127.0,1,Tecnología,1.85,1,1,760363,0,3,0,17,Bogotá
2020,2,3855,2332,4,Mujer,28.0,Soltero/a,2,Secundaria completa,Estudiante,Inactivo,1,6,5,Apartamento,Arrendada,1,1.0,0,1,Red pública,Contributivo,2,1,0,1,0,1,5,0.0,0.0,0,Servicios,1.12,0,1,441837,0,4,1,28,Centro
